Date,Average Sentiment,Open,High,Low,Close,Adj Close,Volume
2023-07-03,-100.0,276.48999,284.25,275.109985,279.820007,279.820007,119685900
2023-07-05,100.0,278.820007,283.850006,277.600006,282.480011,282.480011,131530900
2023-07-06,0.0,278.089996,279.970001,272.880005,276.540009,276.540009,120332100
2023-07-07,-40.0,278.429993,280.779999,273.769989,274.429993,274.429993,113602000
2023-07-10,-100.0,276.470001,277.519989,265.100006,269.609985,269.609985,119425400
2023-07-11,0.0,268.649994,270.899994,266.369995,269.790009,269.790009,91972400
2023-07-12,0.0,276.329987,276.519989,271.459991,271.98999,271.98999,95672100
2023-07-13,0.0,274.589996,279.450012,270.600006,277.899994,277.899994,112681500
2023-07-14,0.0,277.01001,285.299988,276.309998,281.380005,281.380005,119771100
2023-07-17,-100.0,286.630005,292.230011,283.570007,290.380005,290.380005,131569600
2023-07-18,0.0,290.149994,295.26001,286.01001,293.339996,293.339996,112434700
2023-07-19,0.0,296.040009,299.290009,289.519989,291.26001,291.26001,142355400
2023-07-20,0.0,279.559998,280.929993,261.200012,262.899994,262.899994,175158300
2023-07-21,-66.66666666666667,268.0,268.0,255.800003,260.019989,260.019989,161050100
2023-07-24,-25.0,255.850006,269.850006,254.119995,269.059998,269.059998,136508500
2023-07-25,-50.0,272.380005,272.899994,265.0,265.279999,265.279999,112757300
2023-07-26,100.0,263.25,268.040009,261.75,264.350006,264.350006,95856200
2023-07-27,-100.0,268.309998,269.130005,255.300003,255.710007,255.710007,103697300
2023-07-28,-33.333333333333336,259.859985,267.25,258.230011,266.440002,266.440002,111446000
2023-07-31,0.0,267.480011,269.079987,263.779999,267.429993,267.429993,84582200
2023-08-01,0.0,266.26001,266.470001,260.25,261.070007,261.070007,83166000
2023-08-02,0.0,255.570007,259.519989,250.490005,254.110001,254.110001,101752900
2023-08-03,-100.0,252.039993,260.48999,252.0,259.320007,259.320007,97569100
2023-08-04,-100.0,260.970001,264.769989,253.110001,253.860001,253.860001,99242600
2023-08-07,0.0,251.449997,253.649994,242.759995,251.449997,251.449997,111097900
2023-08-08,50.0,247.449997,250.919998,245.009995,249.699997,249.699997,96642200
2023-08-09,0.0,250.869995,251.100006,241.899994,242.190002,242.190002,101596300
2023-08-10,0.0,245.399994,251.800003,243.0,245.339996,245.339996,109498600
2023-08-11,0.0,241.770004,243.789993,238.020004,242.649994,242.649994,98866600
2023-08-14,0.0,235.699997,240.660004,233.75,239.759995,239.759995,98595300
2023-08-15,-100.0,238.729996,240.5,232.610001,232.960007,232.960007,88197600
2023-08-16,0.0,228.020004,233.970001,225.380005,225.600006,225.600006,112484500
2023-08-17,0.0,226.059998,226.740005,218.830002,219.220001,219.220001,120718400
2023-08-18,-66.66666666666667,214.119995,217.580002,212.360001,215.490005,215.490005,135813700
2023-08-21,0.0,221.550003,232.130005,220.580002,231.279999,231.279999,135702700
2023-08-22,0.0,240.25,240.820007,229.550003,233.190002,233.190002,130597900
2023-08-23,0.0,229.339996,238.979996,229.289993,236.860001,236.860001,101077600
2023-08-24,0.0,238.660004,238.919998,228.179993,230.039993,230.039993,99777400
2023-08-25,-33.333333333333336,231.309998,239.0,230.350006,238.589996,238.589996,106612200
2023-08-28,0.0,242.580002,244.380005,235.350006,238.820007,238.820007,107673700
2023-08-29,0.0,238.580002,257.480011,237.770004,257.179993,257.179993,134047600
2023-08-30,0.0,254.199997,260.51001,250.589996,256.899994,256.899994,121988400
2023-08-31,33.333333333333336,255.979996,261.179993,255.050003,258.079987,258.079987,108861700
2023-09-01,0.0,257.26001,259.079987,242.009995,245.009995,245.009995,132272500
2023-09-05,-100.0,245.0,258.0,244.860001,256.48999,256.48999,129469600
2023-09-06,0.0,255.139999,255.389999,245.059998,251.919998,251.919998,116959800
2023-09-07,-100.0,245.070007,252.809998,243.270004,251.490005,251.490005,115312900
2023-09-08,-50.0,251.220001,256.519989,246.669998,248.5,248.5,118367700
2023-09-11,50.0,264.269989,274.850006,260.609985,273.579987,273.579987,174667900
2023-09-12,0.0,270.76001,278.390015,266.600006,267.480011,267.480011,135999900
2023-09-13,-66.66666666666667,270.070007,274.980011,268.100006,271.299988,271.299988,111673700
2023-09-14,-50.0,271.320007,276.709991,270.420013,276.040009,276.040009,107709800
2023-09-15,-40.0,277.549988,278.980011,271.0,274.390015,274.390015,133422800
2023-09-18,0.0,271.160004,271.440002,263.76001,265.279999,265.279999,101543300
2023-09-19,-100.0,264.350006,267.850006,261.200012,266.5,266.5,103704000
2023-09-20,-50.0,267.040009,273.929993,262.459991,262.589996,262.589996,122514600
2023-09-21,0.0,257.850006,260.859985,254.210007,255.699997,255.699997,119531000
2023-09-22,0.0,257.399994,257.790009,244.479996,244.880005,244.880005,127524100
2023-09-25,-100.0,243.380005,247.100006,238.309998,246.990005,246.990005,104636600
2023-09-26,-50.0,242.979996,249.550003,241.660004,244.119995,244.119995,101993600
2023-09-27,-50.0,244.259995,245.330002,234.580002,240.5,240.5,136597200
2023-09-28,-25.0,240.020004,247.550003,238.649994,246.380005,246.380005,117058900
2023-09-29,-75.0,250.0,254.770004,246.350006,250.220001,250.220001,128346200
2023-10-02,-66.66666666666667,244.809998,254.279999,242.619995,251.600006,251.600006,123810400
2023-10-03,-66.66666666666667,248.610001,250.020004,244.449997,246.529999,246.529999,101985300
2023-10-04,0.0,248.139999,261.859985,247.600006,261.160004,261.160004,129721600
2023-10-05,-33.333333333333336,260.0,263.600006,256.25,260.049988,260.049988,119159200
2023-10-06,100.0,253.979996,261.649994,250.649994,260.529999,260.529999,117947000
2023-10-09,0.0,255.309998,261.359985,252.050003,259.670013,259.670013,101377900
2023-10-10,0.0,257.75,268.940002,257.649994,263.619995,263.619995,122656000
2023-10-11,-100.0,266.200012,268.600006,260.899994,262.98999,262.98999,103706300
2023-10-12,0.0,262.920013,265.410004,256.630005,258.869995,258.869995,111508100
2023-10-13,0.0,258.899994,259.600006,250.220001,251.119995,251.119995,102073800
2023-10-16,-50.0,250.050003,255.399994,248.479996,253.919998,253.919998,88917200
2023-10-17,0.0,250.100006,257.179993,247.080002,254.850006,254.850006,93562900
2023-10-18,-75.0,252.699997,254.630005,242.080002,242.679993,242.679993,125147800
2023-10-19,-100.0,225.949997,230.610001,216.779999,220.110001,220.110001,170772700
2023-10-20,0.0,217.009995,218.860001,210.419998,211.990005,211.990005,137734000
2023-10-23,-33.333333333333336,210.0,216.979996,202.509995,212.080002,212.080002,150683400
2023-10-24,-100.0,216.5,222.050003,214.110001,216.520004,216.520004,118231100
2023-10-25,0.0,215.880005,220.100006,212.199997,212.419998,212.419998,107065100
2023-10-26,-50.0,211.320007,214.800003,204.880005,205.759995,205.759995,115112600
2023-10-27,-50.0,210.600006,212.410004,205.770004,207.300003,207.300003,94881200
2023-10-30,0.0,209.279999,210.880005,194.669998,197.360001,197.360001,136448200
2023-10-31,25.0,196.119995,202.800003,194.070007,200.839996,200.839996,118068300
2023-11-01,-50.0,204.039993,205.990005,197.850006,205.660004,205.660004,121661700
2023-11-02,0.0,212.970001,219.199997,211.449997,218.509995,218.509995,125987600
2023-11-03,0.0,221.149994,226.369995,218.399994,219.960007,219.960007,119281000
2023-11-06,0.0,223.979996,226.320007,215.0,219.270004,219.270004,117335800
2023-11-07,-50.0,219.979996,223.119995,215.720001,222.179993,222.179993,116900100
2023-11-08,0.0,223.149994,224.149994,217.639999,222.110001,222.110001,106584800
2023-11-09,-100.0,219.75,220.800003,206.679993,209.979996,209.979996,142110500
2023-11-10,-66.66666666666667,210.029999,215.380005,205.690002,214.649994,214.649994,130994000
2023-11-13,0.0,215.600006,225.399994,211.610001,223.710007,223.710007,140447600
2023-11-14,-100.0,235.029999,238.139999,230.720001,237.410004,237.410004,149771600
2023-11-15,0.0,239.289993,246.699997,236.449997,242.839996,242.839996,150354000
2023-11-16,-33.333333333333336,239.490005,240.880005,230.960007,233.589996,233.589996,136816800
2023-11-17,-60.0,232.0,237.389999,226.539993,234.300003,234.300003,142532800
2023-11-20,0.0,234.039993,237.100006,231.020004,235.600006,235.600006,116320100
2023-11-21,-100.0,235.039993,243.619995,233.339996,241.199997,241.199997,122288000
2023-11-22,0.0,242.039993,244.009995,231.399994,234.210007,234.210007,117950600
2023-11-24,100.0,233.75,238.75,232.330002,235.449997,235.449997,65125200
2023-11-27,0.0,236.889999,238.330002,232.100006,236.080002,236.080002,112031800
2023-11-28,-100.0,236.679993,247.0,234.009995,246.720001,246.720001,148549900
2023-11-29,-25.0,249.210007,252.75,242.759995,244.139999,244.139999,135401300
2023-11-30,-33.333333333333336,245.139999,245.220001,236.910004,240.080002,240.080002,132353200
2023-12-01,-66.66666666666667,233.139999,240.190002,231.899994,238.830002,238.830002,121173500
2023-12-04,0.0,235.75,239.369995,233.289993,235.580002,235.580002,104099800
2023-12-05,0.0,233.869995,246.660004,233.699997,238.720001,238.720001,137971100
2023-12-06,-50.0,242.919998,246.570007,239.169998,239.369995,239.369995,126436200
2023-12-07,-100.0,241.550003,244.080002,236.979996,242.639999,242.639999,107142300
2023-12-08,0.0,240.270004,245.270004,239.270004,243.839996,243.839996,102980100
2023-12-11,-100.0,242.740005,243.440002,237.449997,239.740005,239.740005,97913900
2023-12-12,0.0,238.550003,238.990005,233.869995,237.009995,237.009995,95328300
2023-12-13,-40.0,234.190002,240.300003,228.199997,239.289993,239.289993,146286300
2023-12-14,33.333333333333336,241.220001,253.880005,240.789993,251.050003,251.050003,160829200
2023-12-15,-100.0,251.210007,254.130005,248.300003,253.5,253.5,135720800
2023-12-18,-100.0,253.779999,258.73999,251.360001,252.080002,252.080002,116416500
2023-12-19,0.0,253.479996,258.339996,253.009995,257.220001,257.220001,106737400
2023-12-20,-100.0,256.410004,259.839996,247.0,247.139999,247.139999,125097000
2023-12-21,0.0,251.899994,254.800003,248.550003,254.5,254.5,109594200
2023-12-22,-66.66666666666667,256.76001,258.220001,251.369995,252.539993,252.539993,93249800
2023-12-26,-50.0,254.490005,257.970001,252.910004,256.609985,256.609985,86892400
