Date,Average Sentiment,Open,High,Low,Close,Adj Close,Volume
2023-11-16,-50.0,370.959991,376.350006,370.179993,376.170013,375.475677,27182300
2023-11-17,0.0,373.609985,374.369995,367.0,369.850006,369.167328,40157000
2023-11-20,-35.714285714285715,371.220001,378.869995,371.0,377.440002,376.743317,52465100
2023-11-21,-10.0,375.670013,376.220001,371.119995,373.070007,372.381378,28423100
2023-11-22,-20.0,378.0,379.790009,374.970001,377.850006,377.152557,23345300
2023-11-24,-100.0,377.329987,377.970001,375.140015,377.429993,376.733307,10176600
2023-11-27,-33.333333333333336,376.779999,380.640015,376.200012,378.609985,377.911133,22179200
2023-11-28,100.0,378.350006,383.0,378.160004,382.700012,381.993622,20453100
2023-11-29,0.0,383.76001,384.299988,377.440002,378.850006,378.150696,28963400
2023-11-30,0.0,378.48999,380.089996,375.470001,378.910004,378.210602,30554400
2023-12-01,0.0,376.76001,378.160004,371.309998,374.51001,373.818726,33020400
2023-12-04,0.0,369.100006,369.519989,362.899994,369.140015,368.458649,32063300
2023-12-05,-40.0,366.450012,373.079987,365.619995,372.519989,371.832367,23065000
2023-12-06,20.0,373.540009,374.179993,368.029999,368.799988,368.119232,21182100
2023-12-07,-25.0,368.230011,371.450012,366.320007,370.950012,370.265289,23118900
2023-12-08,0.0,369.200012,374.459991,368.230011,374.230011,373.539246,20144800
2023-12-11,0.0,368.480011,371.600006,366.100006,371.299988,370.614624,27708800
2023-12-12,-25.0,370.850006,374.420013,370.459991,374.380005,373.688965,24838300
2023-12-13,-40.0,376.019989,377.640015,370.769989,374.369995,373.678955,30955500
2023-12-14,-50.0,373.309998,373.76001,364.130005,365.929993,365.254547,43277500
2023-12-15,0.0,366.850006,372.399994,366.279999,370.730011,370.045715,78478200
2023-12-18,-50.0,369.450012,373.0,368.679993,372.649994,371.962128,21802900
2023-12-19,-66.66666666666667,371.48999,373.26001,369.839996,373.26001,372.571045,20603700
2023-12-20,0.0,375.0,376.029999,370.529999,370.619995,369.935883,26316700
2023-12-21,0.0,372.559998,374.410004,370.040009,373.540009,372.850525,17708000
2023-12-22,25.0,373.679993,375.179993,372.709991,374.579987,373.88858,17091100
2023-12-26,0.0,375.0,376.940002,373.5,374.660004,373.968445,12673100
2023-12-27,-25.0,373.690002,375.059998,372.809998,374.070007,373.379547,14905400
2023-12-28,-33.333333333333336,375.369995,376.459991,374.160004,375.279999,374.58728,14327000
2023-12-29,0.0,376.0,377.160004,373.480011,376.040009,375.345886,18723000
