Date,Open,High,Low,Close,Volume
2020/5/8 11:10,118.943,119.0445,118.826,118.9338,513020
2020/5/8 11:15,118.9225,118.984,118.8675,118.9,253540
2020/5/8 11:20,118.859,118.9235,118.7475,118.89,593840
2020/5/8 11:25,118.875,118.875,118.683,118.7241,429520
2020/5/8 11:30,118.7525,118.8795,118.675,118.8497,605360
2020/5/8 11:35,118.8635,119.009,118.832,118.913,426080
2020/5/8 11:40,118.9015,119.056,118.8755,118.92,629100
2020/5/8 11:45,118.9367,119.0035,118.8055,118.8706,381460
2020/5/8 11:50,118.8473,119,118.8473,118.95,403400
2020/5/8 11:55,118.9575,119.092,118.9373,119.0711,407900
2020/5/8 12:00,119.089,119.1,119.022,119.0283,395640
2020/5/8 12:05,119.046,119.072,118.8035,118.846,434820
2020/5/8 12:10,118.8392,118.891,118.7565,118.852,363120
2020/5/8 12:15,118.8675,118.881,118.7432,118.84,378660
2020/5/8 12:20,118.775,118.8525,118.7545,118.8475,271040
2020/5/8 12:25,118.8248,118.865,118.742,118.8455,244680
2020/5/8 12:30,118.8785,118.9075,118.833,118.86,248680
2020/5/8 12:35,118.8555,118.893,118.8,118.8,187720
2020/5/8 12:40,118.823,118.966,118.823,118.93,171420
2020/5/8 12:45,118.9376,118.974,118.8775,118.92,233060
2020/5/8 12:50,118.935,119.0185,118.9045,119.004,338980
2020/5/8 12:55,118.985,119.0045,118.945,118.9928,200360
2020/5/8 13:00,119,119.05,118.983,119.0266,282220
2020/5/8 13:05,119.014,119.0375,118.9095,118.993,343840
2020/5/8 13:10,118.9718,119.023,118.901,118.925,270200
2020/5/8 13:15,118.9385,119,118.9115,118.9775,213360
2020/5/8 13:20,118.961,118.9705,118.8125,118.813,260880
2020/5/8 13:25,118.82,118.8638,118.6555,118.73,526900
2020/5/8 13:30,118.7095,118.7625,118.637,118.7498,301300
2020/5/8 13:35,118.749,118.7495,118.6,118.64,327400
2020/5/8 13:40,118.624,118.624,118.462,118.4963,692220
2020/5/8 13:45,118.5642,118.5945,118.4895,118.5295,600680
2020/5/8 13:50,118.4996,118.6,118.4677,118.51,256780
2020/5/8 13:55,118.503,118.6485,118.467,118.648,382500
2020/5/8 14:00,118.6459,118.651,118.4793,118.5195,315880
2020/5/8 14:05,118.5354,118.5725,118.374,118.4435,524400
2020/5/8 14:10,118.412,118.5565,118.4,118.5565,275620
2020/5/8 14:15,118.5905,118.6825,118.551,118.6085,396980
2020/5/8 14:20,118.6145,118.6775,118.5785,118.6245,235360
2020/5/8 14:25,118.671,118.737,118.6175,118.7273,532360
2020/5/8 14:30,118.719,118.75,118.649,118.6875,298260
2020/5/8 14:35,118.722,118.73,118.519,118.6125,385080
2020/5/8 14:40,118.64,118.6595,118.5722,118.6,281980
2020/5/8 14:45,118.5525,118.717,118.517,118.6892,314900
2020/5/8 14:50,118.67,118.699,118.6,118.6318,250240
2020/5/8 14:55,118.619,118.8125,118.6044,118.7645,562520
2020/5/8 15:00,118.789,118.965,118.7765,118.9149,603360
2020/5/8 15:05,118.9,118.9358,118.805,118.805,415600
2020/5/8 15:10,118.8,118.815,118.6665,118.752,343380
2020/5/8 15:15,118.7725,118.788,118.688,118.7505,429640
2020/5/8 15:20,118.702,118.85,118.702,118.798,313660
2020/5/8 15:25,118.79,118.9,118.7505,118.9,420900
2020/5/8 15:30,118.887,118.95,118.86,118.914,573700
2020/5/8 15:35,118.9285,118.9535,118.8412,118.9,520840
2020/5/8 15:40,118.897,118.966,118.897,118.9245,603100
2020/5/8 15:45,118.9353,118.9495,118.836,118.8405,768000
2020/5/8 15:50,118.8995,118.9782,118.769,118.972,741200
2020/5/8 15:55,118.9495,118.9935,118.8475,118.975,2138840
2020/5/8 16:00,118.9805,118.9805,118.95,118.9805,3775300
2020/5/8 16:05,118.951,118.951,118.9005,118.925,71940
2020/5/8 16:10,118.9485,118.98,118.9485,118.98,40280
2020/5/8 16:15,118.9805,118.9875,118.98,118.9875,41460
2020/5/8 16:20,118.9625,118.9625,118.9625,118.9625,7980
2020/5/8 16:25,118.975,118.975,118.975,118.975,43280
2020/5/8 16:35,118.9755,118.9755,118.9755,118.9755,5000
2020/5/8 16:40,118.9755,119,118.9755,119,435960
2020/5/8 16:45,118.976,118.98,118.976,118.98,10960
2020/5/8 16:50,118.976,119,118.975,119,44360
2020/5/8 17:00,118.975,118.975,118.965,118.965,16300
2020/5/8 17:05,118.975,118.975,118.975,118.975,2820
2020/5/8 17:15,118.958,118.958,118.958,118.958,2000
2020/5/8 17:20,118.997,118.997,118.997,118.997,17240
2020/5/8 17:25,118.975,118.975,118.975,118.975,2000
2020/5/8 17:40,118.965,118.965,118.965,118.965,2740
2020/5/8 18:00,118.963,118.963,118.963,118.963,3460
2020/5/8 18:45,118.965,118.965,118.9625,118.9625,13720
2020/5/8 19:30,119.0015,119.0015,119.0015,119.0015,2980
2020/5/8 19:35,119.05,119.05,119.05,119.05,2620
2020/5/8 19:40,118.975,118.975,118.975,118.975,5080
2020/5/8 19:45,118.975,118.975,118.975,118.975,8700
2020/5/8 19:55,119.025,119.025,119.025,119.025,3060
2020/5/11 06:55,118.515,118.515,118.515,118.515,4720
2020/5/11 07:00,118.625,118.625,118.625,118.625,2000
2020/5/11 07:20,118.675,118.6805,118.675,118.6805,6260
2020/5/11 07:35,118.745,118.745,118.745,118.745,2260
2020/5/11 07:40,118.6315,118.6315,118.575,118.575,37680
2020/5/11 07:45,118.5,118.5,118.5,118.5,3860
2020/5/11 07:50,118.4925,118.4925,118.4925,118.4925,7320
2020/5/11 07:55,118.4925,118.4925,118.405,118.405,5140
2020/5/11 08:00,118.8878,118.8878,118.4005,118.55,51760
2020/5/11 08:05,118.5,118.5,118.396,118.396,19340
2020/5/11 08:10,118.5995,118.5995,118.5745,118.5935,25060
2020/5/11 08:15,118.5995,118.5995,118.5965,118.5965,10360
2020/5/11 08:20,118.6685,118.6685,118.6685,118.6685,10640
2020/5/11 08:25,118.6,118.6,118.6,118.6,8480
2020/5/11 08:30,118.6,118.694,118.5555,118.694,28560
2020/5/11 08:35,118.694,118.694,118.5275,118.603,15160
2020/5/11 08:40,118.5005,118.5005,118.4205,118.4205,44500
2020/5/11 08:50,118.47,118.47,118.47,118.47,7220
2020/5/11 08:55,118.52,118.5205,118.52,118.5205,8320
2020/5/11 09:00,118.55,118.55,118.55,118.55,2200
2020/5/11 09:05,118.55,118.55,118.55,118.55,6020
2020/5/11 09:10,118.55,118.55,118.5,118.5,16740
2020/5/11 09:15,118.475,118.475,118.475,118.475,7000
2020/5/11 09:20,118.5,118.5,118.5,118.5,4500
2020/5/11 09:25,118.7395,118.7395,118.7395,118.7395,7500
2020/5/11 09:30,118.735,119.467,118.6055,119.3665,3422240
2020/5/11 09:35,119.408,119.796,119.3665,119.6916,1733760
2020/5/11 09:40,119.7072,119.8141,119.2815,119.4,1408780
2020/5/11 09:45,119.4522,119.8495,119.3954,119.7655,1355660
2020/5/11 09:50,119.75,120.15,119.73,120.1255,1976900
2020/5/11 09:55,120.1265,120.296,119.95,120.268,946280
2020/5/11 10:00,120.255,120.8495,120.255,120.7,1486860
2020/5/11 10:05,120.6645,120.7855,120.307,120.6,890000
2020/5/11 10:10,120.6262,120.7875,120.5375,120.6114,421380
2020/5/11 10:15,120.5464,120.6766,120.3805,120.4785,469400
2020/5/11 10:20,120.4805,120.5126,120.278,120.3375,329160
2020/5/11 10:25,120.371,120.4996,120.3,120.4425,302200
2020/5/11 10:30,120.4355,120.4475,120.13,120.2,289920
2020/5/11 10:35,120.2038,120.322,120.046,120.2261,477520
2020/5/11 10:40,120.2164,120.397,120.1418,120.3565,240620
2020/5/11 10:45,120.3505,120.6005,120.25,120.5195,385040
2020/5/11 10:50,120.497,120.537,120.25,120.3132,189380
2020/5/11 10:55,120.313,120.3625,120.1248,120.1488,177960
2020/5/11 11:00,120.175,120.2841,120.1505,120.1835,276000
2020/5/11 11:05,120.249,120.249,120.06,120.0948,202360
2020/5/11 11:10,120.1115,120.1773,120,120.0985,170060
2020/5/11 11:15,120.099,120.395,120.0915,120.348,390740
2020/5/11 11:20,120.349,120.3885,120.275,120.3231,179900
2020/5/11 11:25,120.3655,120.5135,120.311,120.5,274000
2020/5/11 11:30,120.4716,120.5015,120.326,120.426,194420
2020/5/11 11:35,120.3835,120.5,120.357,120.3892,189360
2020/5/11 11:40,120.4105,120.424,120.2005,120.22,123780
2020/5/11 11:45,120.254,120.3298,120.2056,120.2916,134260
2020/5/11 11:50,120.262,120.319,120.2085,120.252,170460
2020/5/11 11:55,120.2534,120.306,120.167,120.292,177060
2020/5/11 12:00,120.2855,120.398,120.2418,120.2762,129900
2020/5/11 12:05,120.2738,120.2895,120.136,120.136,155620
2020/5/11 12:10,120.157,120.2474,120.157,120.2445,73220
2020/5/11 12:15,120.2092,120.2588,120.1755,120.2443,135120
2020/5/11 12:20,120.242,120.3805,120.2361,120.3266,269520
2020/5/11 12:25,120.3245,120.49,120.3015,120.424,324360
2020/5/11 12:30,120.407,120.434,120.3205,120.357,153920
2020/5/11 12:35,120.3776,120.3776,120.255,120.255,83080
2020/5/11 12:40,120.278,120.4245,120.26,120.3816,128340
2020/5/11 12:45,120.4,120.418,120.26,120.26,128600
2020/5/11 12:50,120.3008,120.4125,120.2522,120.3755,65500
2020/5/11 12:55,120.35,120.45,120.3,120.3,95120
2020/5/11 13:00,120.2995,120.3865,120.2995,120.3325,64220
2020/5/11 13:05,120.323,120.55,120.323,120.5051,224400
2020/5/11 13:10,120.5084,120.606,120.5,120.575,322340
2020/5/11 13:15,120.553,120.7045,120.55,120.7045,520080
2020/5/11 13:20,120.707,120.725,120.5715,120.5715,286120
2020/5/11 13:25,120.6225,120.75,120.6,120.65,374580
2020/5/11 13:30,120.677,120.7375,120.65,120.725,139240
2020/5/11 13:35,120.685,120.8,120.685,120.7706,428420
2020/5/11 13:40,120.776,120.824,120.616,120.735,340420
2020/5/11 13:45,120.78,120.7825,120.5644,120.5644,123900
2020/5/11 13:50,120.6128,120.6675,120.514,120.5986,297080
2020/5/11 13:55,120.6275,120.6995,120.4552,120.5062,147280
2020/5/11 14:00,120.4735,120.538,120.3555,120.4065,212700
2020/5/11 14:05,120.394,120.4368,120.269,120.4368,227600
2020/5/11 14:10,120.4281,120.5145,120.3863,120.5,192560
2020/5/11 14:15,120.4545,120.515,120.41,120.4945,149200
2020/5/11 14:20,120.514,120.65,120.4869,120.6235,296660
2020/5/11 14:25,120.661,120.69,120.447,120.5587,209240
2020/5/11 14:30,120.54,120.745,120.54,120.7375,199760
2020/5/11 14:35,120.7375,120.775,120.6865,120.722,229600
2020/5/11 14:40,120.728,120.781,120.6375,120.756,241600
2020/5/11 14:45,120.767,120.9435,120.75,120.9375,485140
2020/5/11 14:50,120.9475,120.9605,120.85,120.875,284860
2020/5/11 14:55,120.9,120.9175,120.8035,120.8658,129760
2020/5/11 15:00,120.8797,120.9615,120.838,120.8745,275480
2020/5/11 15:05,120.8975,120.979,120.862,120.8995,274080
2020/5/11 15:10,120.901,120.9832,120.766,120.809,215900
2020/5/11 15:15,120.8165,120.9112,120.8,120.832,169600
2020/5/11 15:20,120.8,120.8973,120.761,120.8698,320680
2020/5/11 15:25,120.8635,120.8958,120.795,120.8793,103100
2020/5/11 15:30,120.8738,120.9345,120.763,120.85,270180
2020/5/11 15:35,120.7885,120.89,120.7625,120.8414,195320
2020/5/11 15:40,120.89,120.9075,120.8132,120.859,273220
2020/5/11 15:45,120.8875,120.9425,120.6605,120.687,430200
2020/5/11 15:50,120.661,120.7915,120.4748,120.6182,755420
2020/5/11 15:55,120.6195,120.674,120.3155,120.3469,904880
2020/5/11 16:00,120.45,120.45,120.4,120.45,3558380
2020/5/11 16:05,120.437,120.437,120.3705,120.3705,8000
2020/5/11 16:10,120.3255,120.375,120.3255,120.375,6500
2020/5/11 16:15,120.4495,120.4495,120.4125,120.425,17000
2020/5/11 16:20,120.45,120.45,120.45,120.45,31460
2020/5/11 16:35,120.4,120.4,120.4,120.4,5080
2020/5/11 16:40,120.3555,120.388,120.3555,120.388,4520
2020/5/11 16:50,120.375,120.375,120.375,120.375,6000
2020/5/11 17:05,120.3605,120.3605,120.3605,120.3605,2080
2020/5/11 17:20,120.45,120.45,120.45,120.45,2000
2020/5/11 17:30,120.3385,120.35,120.3385,120.35,4060
2020/5/11 17:50,120.3375,120.3375,120.31,120.31,5020
2020/5/11 17:55,120.268,120.292,120.24,120.24,22000
2020/5/11 18:15,120.35,120.35,120.35,120.35,5980
2020/5/11 18:20,120.35,120.35,120.35,120.35,4000
2020/5/11 18:35,120.467,120.467,120.467,120.467,2000
2020/5/11 18:45,120.425,120.425,120.425,120.425,2000
2020/5/11 18:55,120.4,120.4,120.4,120.4,2960
2020/5/11 19:20,120.425,120.425,120.425,120.425,2000
2020/5/11 19:35,120.3715,120.3715,120.3715,120.3715,2000
2020/5/11 19:55,120.449,120.449,120.449,120.449,2000
2020/5/12 07:00,120.4915,120.5,120.4,120.4,6000
2020/5/12 07:05,120.4695,120.5,120.4695,120.5,4000
2020/5/12 07:10,120.5,120.5,120.5,120.5,4480
2020/5/12 07:15,120.625,120.625,120.619,120.625,7540
2020/5/12 07:20,120.6,120.625,120.6,120.625,6000
2020/5/12 07:25,120.65,120.7055,120.65,120.7055,10000
2020/5/12 07:30,120.706,120.706,120.7,120.701,6920
2020/5/12 07:35,120.7,120.7,120.7,120.7,4400
2020/5/12 07:45,120.77,120.77,120.77,120.77,2000
2020/5/12 07:55,120.8415,120.8415,120.8415,120.8415,2980
2020/5/12 08:00,120.5,120.8495,120.149,120.8435,34260
2020/5/12 08:05,120.77,120.8,120.75,120.75,24000
2020/5/12 08:15,120.8,120.8,120.8,120.8,2000
2020/5/12 08:25,120.7175,120.7175,120.65,120.65,8520
2020/5/12 08:30,120.605,120.7465,120.601,120.7,20440
2020/5/12 08:35,120.6395,120.6395,120.558,120.563,8440
2020/5/12 08:45,120.6525,120.6525,120.6525,120.6525,2000
2020/5/12 08:50,120.735,120.735,120.7,120.715,9000
2020/5/12 08:55,120.749,120.749,120.749,120.749,13340
2020/5/12 09:00,120.8,120.8,120.8,120.8,4000
2020/5/12 09:05,120.8,120.8,120.7745,120.8,20160
2020/5/12 09:10,120.8,120.8,120.792,120.792,6640
2020/5/12 09:15,120.795,120.795,120.795,120.795,2000
2020/5/12 09:20,120.8085,120.8085,120.8085,120.8085,2000
2020/5/12 09:25,120.8105,120.8105,120.571,120.5925,31880
2020/5/12 09:30,120.5935,120.95,120.3,120.364,2079560
2020/5/12 09:35,120.4375,120.4963,119.874,120.307,981200
2020/5/12 09:40,120.3158,120.55,120.25,120.4878,486700
2020/5/12 09:45,120.5345,120.6925,120.141,120.2055,630480
2020/5/12 09:50,120.25,120.3,119.3955,119.7684,630400
2020/5/12 09:55,119.8565,120.1,119.8372,119.975,386580
2020/5/12 10:00,119.946,119.999,119.6718,119.8215,273100
2020/5/12 10:05,119.8215,119.894,119.5268,119.6,412140
2020/5/12 10:10,119.71,120.0295,119.6005,119.9,439980
2020/5/12 10:15,119.9462,120.2385,119.9462,120.161,309340
2020/5/12 10:20,120.2179,120.2395,120.0445,120.2,273640
2020/5/12 10:25,120.1595,120.235,120.028,120.1315,319340
2020/5/12 10:30,120.0925,120.2625,119.9635,120.25,267960
2020/5/12 10:35,120.2775,120.3508,120.1445,120.3215,402400
2020/5/12 10:40,120.324,120.3632,120.1,120.2355,324360
2020/5/12 10:45,120.2476,120.3002,120.0932,120.0932,72240
2020/5/12 10:50,120.1255,120.3205,120.1255,120.3205,131980
2020/5/12 10:55,120.3248,120.4365,120.2825,120.3995,334600
2020/5/12 11:00,120.406,120.5015,120.3045,120.4505,210860
2020/5/12 11:05,120.45,120.4764,120.34,120.4542,149140
2020/5/12 11:10,120.432,120.482,120.363,120.418,85060
2020/5/12 11:15,120.449,120.6775,120.4345,120.5926,347920
2020/5/12 11:20,120.647,120.6495,120.55,120.5965,129080
2020/5/12 11:25,120.6,120.65,120.37,120.4656,266520
2020/5/12 11:30,120.4645,120.5005,120.3,120.3,108520
2020/5/12 11:35,120.3005,120.4065,120.2805,120.349,184100
2020/5/12 11:40,120.356,120.3815,120.278,120.3422,145260
2020/5/12 11:45,120.3745,120.3805,120.2178,120.231,181980
2020/5/12 11:50,120.2305,120.334,120.218,120.296,81080
2020/5/12 11:55,120.3325,120.4576,120.3318,120.402,144080
2020/5/12 12:00,120.4425,120.478,120.3965,120.45,105480
2020/5/12 12:05,120.444,120.537,120.4213,120.4895,143440
2020/5/12 12:10,120.4875,120.4875,120.3125,120.353,162980
2020/5/12 12:15,120.3742,120.3908,120.2775,120.3205,153480
2020/5/12 12:20,120.3075,120.433,120.273,120.395,310040
2020/5/12 12:25,120.346,120.4616,120.2975,120.4616,68000
2020/5/12 12:30,120.5,120.5275,120.4,120.4025,59720
2020/5/12 12:35,120.4185,120.5135,120.4185,120.4995,70360
2020/5/12 12:40,120.4675,120.5245,120.394,120.5245,60920
2020/5/12 12:45,120.4927,120.55,120.4702,120.5105,294060
2020/5/12 12:50,120.518,120.55,120.482,120.55,154900
2020/5/12 12:55,120.55,120.6295,120.55,120.6199,152960
2020/5/12 13:00,120.6255,120.635,120.4005,120.41,101840
2020/5/12 13:05,120.393,120.4347,120.3,120.4035,293540
2020/5/12 13:10,120.3985,120.3985,120.199,120.2443,168660
2020/5/12 13:15,120.247,120.2595,120.013,120.1042,266900
2020/5/12 13:20,120.061,120.1,119.9255,119.955,240960
2020/5/12 13:25,119.9275,120.05,119.9,120.0113,333520
2020/5/12 13:30,119.975,120.054,119.8998,120.0155,219080
2020/5/12 13:35,119.997,120.0857,119.925,120.07,120080
2020/5/12 13:40,120.068,120.1,119.975,119.977,124000
2020/5/12 13:45,119.9826,120.099,119.9525,120.09,149740
2020/5/12 13:50,120.0551,120.1746,120.0335,120.1746,145440
2020/5/12 13:55,120.1888,120.2005,119.9995,120.002,185760
2020/5/12 14:00,120.001,120.0585,119.948,119.976,153900
2020/5/12 14:05,119.9995,120.1059,119.9995,120.002,77000
2020/5/12 14:10,120.036,120.0435,119.907,119.946,210200
2020/5/12 14:15,119.9505,119.9898,119.689,119.822,222220
2020/5/12 14:20,119.85,120.0475,119.8331,120.009,211460
2020/5/12 14:25,119.9955,120.0815,119.97,120.0285,117200
2020/5/12 14:30,120.011,120.0335,119.9182,120,126040
2020/5/12 14:35,119.959,120.05,119.924,119.98,145240
2020/5/12 14:40,119.9852,119.9965,119.8,119.95,245540
2020/5/12 14:45,119.9,119.992,119.9,119.9525,170320
2020/5/12 14:50,119.934,120.051,119.8881,119.977,311720
2020/5/12 14:55,119.9698,120.012,119.925,119.9753,117960
2020/5/12 15:00,119.9515,119.954,119.8015,119.8254,218860
2020/5/12 15:05,119.8325,119.9095,119.7915,119.7925,161220
2020/5/12 15:10,119.803,119.803,119.65,119.678,240880
2020/5/12 15:15,119.6645,119.701,119.501,119.51,358120
2020/5/12 15:20,119.5005,119.5715,119.153,119.153,892700
2020/5/12 15:25,119.162,119.476,119.162,119.3826,370200
2020/5/12 15:30,119.412,119.433,119.08,119.2085,372680
2020/5/12 15:35,119.2305,119.231,118.813,118.969,684960
2020/5/12 15:40,118.9725,119.0188,118.6535,118.7911,402440
2020/5/12 15:45,118.75,118.8685,118.504,118.595,626920
2020/5/12 15:50,118.572,118.5785,118.1505,118.162,1136520
2020/5/12 15:55,118.236,118.421,117.75,117.7805,2271320
2020/5/12 16:00,117.8475,119.6466,117.5995,117.5995,4025180
2020/5/12 16:05,117.65,117.65,117.5325,117.5685,16220
2020/5/12 16:10,117.775,117.8475,117.663,117.7,79740
2020/5/12 16:15,117.8475,117.8475,117.7,117.735,20680
2020/5/12 16:20,117.676,117.775,117.676,117.775,15180
2020/5/12 16:25,117.75,117.761,117.7,117.7,29720
2020/5/12 16:30,117.625,117.625,117.45,117.45,132740
2020/5/12 16:35,117.4675,117.4675,117.4635,117.4635,4120
2020/5/12 16:40,117.45,117.45,117.4,117.4,22220
2020/5/12 16:45,117.4005,117.6,117.4005,117.5605,51960
2020/5/12 16:50,117.5425,117.5425,117.5425,117.5425,4960
2020/5/12 16:55,117.4705,117.4705,117.4705,117.4705,2000
2020/5/12 17:05,117.4255,117.4255,117.4255,117.4255,6000
2020/5/12 17:15,117.45,117.45,117.45,117.45,4060
2020/5/12 17:20,117.45,117.45,117.45,117.45,2000
2020/5/12 17:30,117.4995,117.5,117.4995,117.5,5400
2020/5/12 17:40,117.5,117.5,117.5,117.5,3960
2020/5/12 17:45,117.525,117.525,117.525,117.525,2000
2020/5/12 18:10,117.544,117.544,117.544,117.544,2000
2020/5/12 18:15,117.6485,117.6485,117.6485,117.6485,3000
2020/5/12 18:20,117.6395,117.64,117.6395,117.64,4000
2020/5/12 18:40,117.6,117.6,117.6,117.6,2020
2020/5/12 18:45,117.6,117.6,117.6,117.6,4000
2020/5/12 19:15,117.565,117.565,117.565,117.565,2000
2020/5/12 19:20,117.5575,117.5575,117.5575,117.5575,2000
2020/5/12 19:30,117.55,117.55,117.55,117.55,2000
2020/5/12 19:35,117.549,117.549,117.549,117.549,2000
2020/5/12 19:45,117.4,117.4,117.2995,117.2995,6000
2020/5/12 19:50,117.2555,117.2555,117.2505,117.2505,7840
2020/5/12 19:55,117.0015,117.0015,117.0015,117.0015,3080
2020/5/13 04:30,118.0685,118.0685,118.0685,118.0685,2000
2020/5/13 04:35,118.0685,118.0685,118.05,118.05,25620
2020/5/13 05:35,118.0685,118.0685,118.0685,118.0685,18100
2020/5/13 06:40,118.118,118.1205,118.097,118.097,19980
2020/5/13 06:50,118.0655,118.0655,118.0655,118.0655,2000
2020/5/13 06:55,118.0485,118.0685,118.0485,118.0685,13220
2020/5/13 07:00,118.2075,118.2075,118.2075,118.2075,2960
2020/5/13 07:10,118.015,118.1845,118.015,118.1845,16580
2020/5/13 07:15,118.091,118.1055,118.091,118.1055,4000
2020/5/13 07:20,118.1625,118.1625,118.1625,118.1625,4000
2020/5/13 07:25,118.1845,118.1845,118.1845,118.1845,5360
2020/5/13 07:30,118.279,118.45,118.279,118.4445,20000
2020/5/13 07:35,118.5395,118.545,118.45,118.45,8000
2020/5/13 07:40,118.4945,118.4945,118.4945,118.4945,8000
2020/5/13 07:45,118.5,118.669,118.4945,118.669,10380
2020/5/13 07:55,118.697,118.7345,118.697,118.7345,4000
2020/5/13 08:00,118.1,119.1,118.1,119.1,52060
2020/5/13 08:05,119.09,119.095,119.05,119.05,16180
2020/5/13 08:10,119.0105,119.0105,118.95,118.95,17760
2020/5/13 08:15,118.9505,118.9505,118.9505,118.9505,2000
2020/5/13 08:20,118.974,118.974,118.85,118.85,6000
2020/5/13 08:25,118.85,118.8605,118.85,118.8605,9560
2020/5/13 08:30,118.9,118.9,118.8,118.8,25000
2020/5/13 08:35,118.563,118.563,118.563,118.563,2000
2020/5/13 08:40,118.74,118.74,118.74,118.74,2120
2020/5/13 08:45,118.65,118.65,118.6057,118.65,13500
2020/5/13 08:50,118.559,118.559,118.4505,118.505,17960
2020/5/13 08:55,118.6,118.6492,118.6,118.6,9000
2020/5/13 09:00,118.5,118.5,118.1555,118.1555,35180
2020/5/13 09:05,118.1505,118.151,117.9975,117.9975,52040
2020/5/13 09:10,117.9765,118.25,117.9765,118.25,9020
2020/5/13 09:15,118.3,118.35,118.3,118.35,18000
2020/5/13 09:20,118.3625,118.3625,118.25,118.25,14000
2020/5/13 09:25,118.4,118.6,118.398,118.398,20000
2020/5/13 09:30,118.398,118.5495,118,118.2897,2097500
2020/5/13 09:35,118.2108,118.345,117.7232,118.0505,1008400
2020/5/13 09:40,118.0978,118.4445,117.95,118.1428,786800
2020/5/13 09:45,118.1372,118.45,118,118.3885,692180
2020/5/13 09:50,118.388,118.974,118.2895,118.808,1048280
2020/5/13 09:55,118.7805,119.1,118.6635,118.682,951680
2020/5/13 10:00,118.682,119.3415,118.6655,119.3183,702420
2020/5/13 10:05,119.35,119.641,119.2005,119.5577,904820
2020/5/13 10:10,119.5831,119.8,119.461,119.5082,1056760
2020/5/13 10:15,119.472,119.5855,119.4056,119.5055,479700
2020/5/13 10:20,119.5355,119.6245,119.3503,119.385,535540
2020/5/13 10:25,119.3822,119.8475,119.3455,119.809,802000
2020/5/13 10:30,119.825,120.15,119.8065,120.1158,1133360
2020/5/13 10:35,120.1455,120.385,120.1455,120.2858,1163400
2020/5/13 10:40,120.3245,120.3775,120.209,120.3225,561580
2020/5/13 10:45,120.3165,120.3233,119.625,119.6895,1074160
2020/5/13 10:50,119.708,119.905,119.625,119.8125,442860
2020/5/13 10:55,119.7985,119.909,119.4,119.499,656500
2020/5/13 11:00,119.6082,119.6082,119.1465,119.3242,376480
2020/5/13 11:05,119.3485,119.6,119.125,119.446,361720
2020/5/13 11:10,119.45,119.7595,119.45,119.7595,300080
2020/5/13 11:15,119.7684,119.8836,119.4188,119.5125,347700
2020/5/13 11:20,119.4892,119.4892,118.85,118.981,619080
2020/5/13 11:25,118.981,119.2699,118.85,119.2699,572060
2020/5/13 11:30,119.2371,119.2601,118.956,119.1485,353960
